complaint_id,type,state,city,amount_lost,age,gender,date,description,status
1059,Online Shopping Fraud,West Bengal,Kolkata,16771,29,Male,2023-02-07 00:00:00,Victim reported online shopping fraud incident in Kolkata.,Open
1060,Credit Card Fraud,West Bengal,Siliguri,28575,45,Male,2023-02-25 00:00:00,Victim reported credit card fraud incident in Siliguri.,Under Investigation
1061,Crypto Scam,West Bengal,Kolkata,16028,59,Female,2023-02-26 00:00:00,Victim reported crypto scam incident in Kolkata.,Under Investigation
1062,KYC Scam,West Bengal,Siliguri,1461,38,Female,2023-09-09 00:00:00,Victim reported kyc scam incident in Siliguri.,Open
1063,Social Media Hack,West Bengal,Siliguri,12027,37,Female,2023-01-20 00:00:00,Victim reported social media hack incident in Siliguri.,Under Investigation
1064,Credit Card Fraud,West Bengal,Siliguri,21602,42,Male,2023-11-10 00:00:00,Victim reported credit card fraud incident in Siliguri.,Open
1065,Social Media Hack,West Bengal,Kolkata,35386,43,Female,2023-07-11 00:00:00,Victim reported social media hack incident in Kolkata.,Open
1066,Crypto Scam,West Bengal,Kolkata,3799,33,Male,2023-12-10 00:00:00,Victim reported crypto scam incident in Kolkata.,Closed
1067,Crypto Scam,West Bengal,Siliguri,46002,50,Male,2023-09-20 00:00:00,Victim reported crypto scam incident in Siliguri.,Under Investigation
1068,Crypto Scam,West Bengal,Kolkata,9768,59,Female,2023-08-21 00:00:00,Victim reported crypto scam incident in Kolkata.,Under Investigation
1069,UPI Fraud,West Bengal,Siliguri,12404,44,Female,2023-11-01 00:00:00,Victim reported upi fraud incident in Siliguri.,Under Investigation
1070,Job Scam,West Bengal,Kolkata,16560,53,Female,2023-07-01 00:00:00,Victim reported job scam incident in Kolkata.,Open
1071,Social Media Hack,West Bengal,Kolkata,1781,58,Female,2023-02-02 00:00:00,Victim reported social media hack incident in Kolkata.,Under Investigation
1072,Online Shopping Fraud,West Bengal,Kolkata,39455,41,Male,2023-09-01 00:00:00,Victim reported online shopping fraud incident in Kolkata.,Under Investigation
1073,Social Media Hack,West Bengal,Kolkata,16532,49,Male,2023-12-15 00:00:00,Victim reported social media hack incident in Kolkata.,Closed
1074,Online Shopping Fraud,West Bengal,Siliguri,3093,32,Female,2023-12-25 00:00:00,Victim reported online shopping fraud incident in Siliguri.,Open
1075,UPI Fraud,West Bengal,Siliguri,19970,29,Female,2023-04-11 00:00:00,Victim reported upi fraud incident in Siliguri.,Under Investigation
1076,Online Shopping Fraud,West Bengal,Siliguri,21712,56,Male,2023-02-25 00:00:00,Victim reported online shopping fraud incident in Siliguri.,Open
1077,Online Shopping Fraud,West Bengal,Kolkata,4612,20,Female,2023-02-17 00:00:00,Victim reported online shopping fraud incident in Kolkata.,Under Investigation
1078,Job Scam,West Bengal,Kolkata,30197,36,Female,2023-07-21 00:00:00,Victim reported job scam incident in Kolkata.,Closed
1079,Crypto Scam,Tamil Nadu,Coimbatore,26106,43,Female,2023-10-19 00:00:00,Victim reported crypto scam incident in Coimbatore.,Closed
1080,Job Scam,Tamil Nadu,Chennai,14643,59,Male,2023-03-09 00:00:00,Victim reported job scam incident in Chennai.,Closed
1081,Online Shopping Fraud,Tamil Nadu,Coimbatore,23475,58,Female,2023-03-22 00:00:00,Victim reported online shopping fraud incident in Coimbatore.,Open
1082,Identity Theft,Tamil Nadu,Chennai,21268,43,Male,2023-12-21 00:00:00,Victim reported identity theft incident in Chennai.,Open
1083,Phishing,Tamil Nadu,Chennai,25446,35,Male,2023-11-18 00:00:00,Victim reported phishing incident in Chennai.,Open
1084,Job Scam,Tamil Nadu,Chennai,29860,30,Female,2023-05-08 00:00:00,Victim reported job scam incident in Chennai.,Open
1085,Identity Theft,Tamil Nadu,Chennai,22609,31,Female,2023-07-26 00:00:00,Victim reported identity theft incident in Chennai.,Closed
1086,Loan Scam,Tamil Nadu,Chennai,27945,21,Male,2023-07-17 00:00:00,Victim reported loan scam incident in Chennai.,Under Investigation
1087,KYC Scam,Tamil Nadu,Chennai,38705,38,Male,2023-07-14 00:00:00,Victim reported kyc scam incident in Chennai.,Open
1088,UPI Fraud,Tamil Nadu,Chennai,26677,53,Female,2023-03-10 00:00:00,Victim reported upi fraud incident in Chennai.,Under Investigation
1089,Online Shopping Fraud,Tamil Nadu,Chennai,30499,56,Female,2023-11-12 00:00:00,Victim reported online shopping fraud incident in Chennai.,Closed
1090,Credit Card Fraud,Tamil Nadu,Chennai,28474,19,Female,2023-01-15 00:00:00,Victim reported credit card fraud incident in Chennai.,Closed
1091,UPI Fraud,Tamil Nadu,Coimbatore,35979,28,Male,2023-11-08 00:00:00,Victim reported upi fraud incident in Coimbatore.,Under Investigation
1092,Loan Scam,Tamil Nadu,Chennai,40498,20,Female,2023-05-26 00:00:00,Victim reported loan scam incident in Chennai.,Closed
1093,Job Scam,Tamil Nadu,Coimbatore,7231,29,Male,2023-07-08 00:00:00,Victim reported job scam incident in Coimbatore.,Closed
1094,Job Scam,Tamil Nadu,Coimbatore,31143,48,Male,2023-09-24 00:00:00,Victim reported job scam incident in Coimbatore.,Closed
1095,Phishing,Tamil Nadu,Chennai,48200,55,Female,2023-11-07 00:00:00,Victim reported phishing incident in Chennai.,Open
1096,UPI Fraud,Tamil Nadu,Chennai,8347,18,Female,2023-02-27 00:00:00,Victim reported upi fraud incident in Chennai.,Open
1097,Credit Card Fraud,Tamil Nadu,Chennai,49669,42,Female,2023-08-16 00:00:00,Victim reported credit card fraud incident in Chennai.,Under Investigation
1098,Social Media Hack,Tamil Nadu,Coimbatore,18909,23,Male,2023-01-01 00:00:00,Victim reported social media hack incident in Coimbatore.,Closed
1099,Credit Card Fraud,Tamil Nadu,Coimbatore,8367,49,Male,2023-10-15 00:00:00,Victim reported credit card fraud incident in Coimbatore.,Closed
1100,Job Scam,Tamil Nadu,Chennai,48119,25,Female,2023-06-14 00:00:00,Victim reported job scam incident in Chennai.,Under Investigation
1101,Crypto Scam,Tamil Nadu,Coimbatore,44090,37,Female,2023-09-07 00:00:00,Victim reported crypto scam incident in Coimbatore.,Closed
1102,KYC Scam,Tamil Nadu,Chennai,32911,24,Female,2023-01-12 00:00:00,Victim reported kyc scam incident in Chennai.,Closed
1103,Credit Card Fraud,Tamil Nadu,Chennai,46908,58,Male,2023-02-09 00:00:00,Victim reported credit card fraud incident in Chennai.,Open
1104,Loan Scam,Tamil Nadu,Coimbatore,47902,45,Female,2023-09-22 00:00:00,Victim reported loan scam incident in Coimbatore.,Under Investigation
1105,Social Media Hack,Tamil Nadu,Chennai,20850,42,Male,2023-05-10 00:00:00,Victim reported social media hack incident in Chennai.,Closed
1106,Crypto Scam,Tamil Nadu,Coimbatore,47821,23,Male,2023-12-29 00:00:00,Victim reported crypto scam incident in Coimbatore.,Under Investigation
1107,UPI Fraud,Tamil Nadu,Chennai,48124,39,Male,2023-08-18 00:00:00,Victim reported upi fraud incident in Chennai.,Closed
1108,Phishing,Tamil Nadu,Coimbatore,4516,52,Male,2023-01-30 00:00:00,Victim reported phishing incident in Coimbatore.,Closed
1109,Identity Theft,Tamil Nadu,Chennai,38878,32,Male,2023-03-24 00:00:00,Victim reported identity theft incident in Chennai.,Closed
1110,Online Shopping Fraud,Tamil Nadu,Coimbatore,17696,34,Male,2023-12-16 00:00:00,Victim reported online shopping fraud incident in Coimbatore.,Open
1111,Crypto Scam,Tamil Nadu,Coimbatore,31471,37,Male,2023-12-09 00:00:00,Victim reported crypto scam incident in Coimbatore.,Open
1112,Job Scam,Tamil Nadu,Coimbatore,40109,28,Male,2023-01-08 00:00:00,Victim reported job scam incident in Coimbatore.,Under Investigation
1113,Phishing,Tamil Nadu,Chennai,36371,58,Male,2023-10-18 00:00:00,Victim reported phishing incident in Chennai.,Closed
1114,Credit Card Fraud,Tamil Nadu,Coimbatore,8471,55,Male,2023-10-29 00:00:00,Victim reported credit card fraud incident in Coimbatore.,Open
1115,Loan Scam,Tamil Nadu,Coimbatore,31625,37,Male,2023-06-11 00:00:00,Victim reported loan scam incident in Coimbatore.,Closed
1116,Loan Scam,Tamil Nadu,Chennai,17068,52,Female,2023-01-18 00:00:00,Victim reported loan scam incident in Chennai.,Closed
1117,KYC Scam,Tamil Nadu,Chennai,2843,22,Male,2023-03-06 00:00:00,Victim reported kyc scam incident in Chennai.,Under Investigation
1118,UPI Fraud,Tamil Nadu,Chennai,48322,46,Female,2023-05-23 00:00:00,Victim reported upi fraud incident in Chennai.,Open
1119,UPI Fraud,Tamil Nadu,Chennai,35360,39,Male,2023-12-02 00:00:00,Victim reported upi fraud incident in Chennai.,Open
1120,Loan Scam,Tamil Nadu,Coimbatore,18541,58,Male,2023-09-07 00:00:00,Victim reported loan scam incident in Coimbatore.,Closed
1121,Social Media Hack,Tamil Nadu,Coimbatore,47874,46,Female,2023-04-12 00:00:00,Victim reported social media hack incident in Coimbatore.,Under Investigation
1122,KYC Scam,Tamil Nadu,Chennai,8461,28,Male,2023-05-17 00:00:00,Victim reported kyc scam incident in Chennai.,Closed
1123,Online Shopping Fraud,Tamil Nadu,Chennai,31653,19,Female,2023-11-28 00:00:00,Victim reported online shopping fraud incident in Chennai.,Under Investigation
1124,Loan Scam,Tamil Nadu,Chennai,7194,39,Female,2023-10-24 00:00:00,Victim reported loan scam incident in Chennai.,Under Investigation
1125,UPI Fraud,Tamil Nadu,Chennai,36251,55,Female,2023-09-08 00:00:00,Victim reported upi fraud incident in Chennai.,Closed
1126,Phishing,Tamil Nadu,Chennai,47414,18,Female,2023-06-15 00:00:00,Victim reported phishing incident in Chennai.,Under Investigation
1127,Job Scam,Tamil Nadu,Chennai,18093,52,Male,2023-05-07 00:00:00,Victim reported job scam incident in Chennai.,Open
1128,Identity Theft,Tamil Nadu,Coimbatore,14237,38,Male,2023-05-24 00:00:00,Victim reported identity theft incident in Coimbatore.,Under Investigation
1129,Crypto Scam,Tamil Nadu,Coimbatore,26221,35,Male,2023-06-24 00:00:00,Victim reported crypto scam incident in Coimbatore.,Closed
1130,Online Shopping Fraud,Tamil Nadu,Coimbatore,551,48,Female,2023-08-17 00:00:00,Victim reported online shopping fraud incident in Coimbatore.,Closed
1131,KYC Scam,Tamil Nadu,Coimbatore,11991,44,Female,2023-05-01 00:00:00,Victim reported kyc scam incident in Coimbatore.,Under Investigation
1132,Loan Scam,Tamil Nadu,Chennai,45980,18,Male,2023-07-14 00:00:00,Victim reported loan scam incident in Chennai.,Open
1133,Social Media Hack,Tamil Nadu,Chennai,47374,47,Male,2023-01-03 00:00:00,Victim reported social media hack incident in Chennai.,Under Investigation
1134,Job Scam,Tamil Nadu,Chennai,45898,55,Male,2023-09-07 00:00:00,Victim reported job scam incident in Chennai.,Open
1135,Online Shopping Fraud,Tamil Nadu,Chennai,39834,24,Male,2023-06-08 00:00:00,Victim reported online shopping fraud incident in Chennai.,Open
1136,Job Scam,Tamil Nadu,Coimbatore,19820,35,Female,2023-04-16 00:00:00,Victim reported job scam incident in Coimbatore.,Under Investigation
1137,KYC Scam,Tamil Nadu,Chennai,13823,56,Female,2023-03-15 00:00:00,Victim reported kyc scam incident in Chennai.,Open
1138,Crypto Scam,Tamil Nadu,Coimbatore,6454,59,Male,2023-01-11 00:00:00,Victim reported crypto scam incident in Coimbatore.,Under Investigation
1139,Identity Theft,Tamil Nadu,Coimbatore,44361,53,Male,2023-12-19 00:00:00,Victim reported identity theft incident in Coimbatore.,Under Investigation
1140,Crypto Scam,Tamil Nadu,Chennai,46131,42,Female,2023-01-14 00:00:00,Victim reported crypto scam incident in Chennai.,Closed
1141,Online Shopping Fraud,Tamil Nadu,Chennai,28917,18,Male,2023-03-20 00:00:00,Victim reported online shopping fraud incident in Chennai.,Closed
1142,Identity Theft,Tamil Nadu,Chennai,34601,47,Male,2023-12-07 00:00:00,Victim reported identity theft incident in Chennai.,Under Investigation
1143,KYC Scam,Tamil Nadu,Coimbatore,15740,53,Male,2023-05-20 00:00:00,Victim reported kyc scam incident in Coimbatore.,Open
1144,Credit Card Fraud,Tamil Nadu,Chennai,40376,26,Female,2023-07-20 00:00:00,Victim reported credit card fraud incident in Chennai.,Under Investigation
1145,Social Media Hack,Tamil Nadu,Coimbatore,23387,23,Female,2023-10-06 00:00:00,Victim reported social media hack incident in Coimbatore.,Open
1146,Job Scam,Tamil Nadu,Chennai,21824,38,Male,2023-05-02 00:00:00,Victim reported job scam incident in Chennai.,Closed
1147,Social Media Hack,Tamil Nadu,Coimbatore,20532,55,Male,2023-10-15 00:00:00,Victim reported social media hack incident in Coimbatore.,Open
1148,Job Scam,Tamil Nadu,Chennai,45756,47,Male,2023-11-18 00:00:00,Victim reported job scam incident in Chennai.,Under Investigation
1149,Social Media Hack,Tamil Nadu,Chennai,38686,41,Female,2023-10-12 00:00:00,Victim reported social media hack incident in Chennai.,Closed
1150,Phishing,Tamil Nadu,Chennai,9242,53,Female,2023-04-01 00:00:00,Victim reported phishing incident in Chennai.,Under Investigation
1151,Social Media Hack,Tamil Nadu,Chennai,8778,52,Male,2023-07-05 00:00:00,Victim reported social media hack incident in Chennai.,Closed
1152,Credit Card Fraud,Tamil Nadu,Coimbatore,3598,43,Male,2023-10-05 00:00:00,Victim reported credit card fraud incident in Coimbatore.,Under Investigation
1153,Phishing,Tamil Nadu,Coimbatore,34299,29,Female,2023-12-22 00:00:00,Victim reported phishing incident in Coimbatore.,Under Investigation
1154,Social Media Hack,Tamil Nadu,Coimbatore,8762,48,Male,2023-11-20 00:00:00,Victim reported social media hack incident in Coimbatore.,Open
1155,Job Scam,Tamil Nadu,Coimbatore,42040,59,Female,2023-12-09 00:00:00,Victim reported job scam incident in Coimbatore.,Open
1156,Crypto Scam,Tamil Nadu,Coimbatore,12075,47,Female,2023-01-09 00:00:00,Victim reported crypto scam incident in Coimbatore.,Under Investigation
1157,Credit Card Fraud,Tamil Nadu,Coimbatore,45244,33,Female,2023-04-02 00:00:00,Victim reported credit card fraud incident in Coimbatore.,Closed
1158,Credit Card Fraud,Tamil Nadu,Chennai,15280,60,Female,2023-10-30 00:00:00,Victim reported credit card fraud incident in Chennai.,Open
1159,Crypto Scam,Tamil Nadu,Coimbatore,2960,38,Male,2023-05-07 00:00:00,Victim reported crypto scam incident in Coimbatore.,Closed
1160,Job Scam,Tamil Nadu,Chennai,10484,52,Female,2023-11-09 00:00:00,Victim reported job scam incident in Chennai.,Under Investigation
1161,Social Media Hack,Tamil Nadu,Coimbatore,39718,37,Male,2023-07-02 00:00:00,Victim reported social media hack incident in Coimbatore.,Closed
1162,Online Shopping Fraud,Tamil Nadu,Coimbatore,32852,49,Male,2023-12-11 00:00:00,Victim reported online shopping fraud incident in Coimbatore.,Open
1163,Social Media Hack,Tamil Nadu,Coimbatore,4472,29,Male,2023-07-14 00:00:00,Victim reported social media hack incident in Coimbatore.,Under Investigation
1164,Social Media Hack,Tamil Nadu,Chennai,1755,26,Female,2023-12-13 00:00:00,Victim reported social media hack incident in Chennai.,Under Investigation
1165,Credit Card Fraud,Tamil Nadu,Chennai,45004,25,Male,2023-03-24 00:00:00,Victim reported credit card fraud incident in Chennai.,Closed
1166,Phishing,Tamil Nadu,Coimbatore,7733,38,Male,2023-01-04 00:00:00,Victim reported phishing incident in Coimbatore.,Open
1167,Phishing,Tamil Nadu,Coimbatore,32118,27,Female,2023-04-21 00:00:00,Victim reported phishing incident in Coimbatore.,Closed
1168,Credit Card Fraud,Tamil Nadu,Chennai,6156,21,Female,2023-07-05 00:00:00,Victim reported credit card fraud incident in Chennai.,Open
1169,Identity Theft,Tamil Nadu,Chennai,12109,46,Male,2023-03-21 00:00:00,Victim reported identity theft incident in Chennai.,Closed
1170,Loan Scam,Tamil Nadu,Chennai,21954,24,Female,2023-10-22 00:00:00,Victim reported loan scam incident in Chennai.,Under Investigation
1171,Job Scam,Tamil Nadu,Chennai,511,49,Female,2023-08-03 00:00:00,Victim reported job scam incident in Chennai.,Open
1172,Job Scam,Tamil Nadu,Chennai,43069,24,Female,2023-10-03 00:00:00,Victim reported job scam incident in Chennai.,Closed
1173,UPI Fraud,Tamil Nadu,Coimbatore,32443,52,Male,2023-04-04 00:00:00,Victim reported upi fraud incident in Coimbatore.,Open
1174,Job Scam,Tamil Nadu,Coimbatore,39711,42,Female,2023-11-19 00:00:00,Victim reported job scam incident in Coimbatore.,Open
1175,Social Media Hack,Tamil Nadu,Coimbatore,44593,23,Female,2023-06-02 00:00:00,Victim reported social media hack incident in Coimbatore.,Open
1176,Job Scam,Tamil Nadu,Chennai,25209,34,Female,2023-09-09 00:00:00,Victim reported job scam incident in Chennai.,Closed
1177,Loan Scam,Gujarat,Ahmedabad,24380,49,Female,2023-08-09 00:00:00,Victim reported loan scam incident in Ahmedabad.,Closed
1178,Identity Theft,Gujarat,Surat,10941,28,Male,2023-04-10 00:00:00,Victim reported identity theft incident in Surat.,Closed
1179,Loan Scam,Gujarat,Surat,20965,47,Male,2023-08-25 00:00:00,Victim reported loan scam incident in Surat.,Closed
1180,Credit Card Fraud,Gujarat,Surat,46596,22,Female,2023-04-02 00:00:00,Victim reported credit card fraud incident in Surat.,Under Investigation
1181,Online Shopping Fraud,Gujarat,Ahmedabad,18331,29,Male,2023-07-09 00:00:00,Victim reported online shopping fraud incident in Ahmedabad.,Open
1182,Phishing,Gujarat,Ahmedabad,48404,52,Female,2023-04-06 00:00:00,Victim reported phishing incident in Ahmedabad.,Open
1183,Online Shopping Fraud,Gujarat,Ahmedabad,31262,53,Male,2023-09-07 00:00:00,Victim reported online shopping fraud incident in Ahmedabad.,Closed
1184,Online Shopping Fraud,Gujarat,Ahmedabad,33166,38,Female,2023-11-30 00:00:00,Victim reported online shopping fraud incident in Ahmedabad.,Open
1185,Online Shopping Fraud,Gujarat,Surat,43967,40,Female,2023-12-06 00:00:00,Victim reported online shopping fraud incident in Surat.,Open
1186,Loan Scam,Gujarat,Surat,12540,34,Male,2023-10-07 00:00:00,Victim reported loan scam incident in Surat.,Under Investigation
1187,UPI Fraud,Gujarat,Ahmedabad,5158,49,Female,2023-04-08 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Closed
1188,Loan Scam,Gujarat,Ahmedabad,44959,54,Male,2023-02-10 00:00:00,Victim reported loan scam incident in Ahmedabad.,Under Investigation
1189,Online Shopping Fraud,Gujarat,Surat,31744,50,Female,2023-01-09 00:00:00,Victim reported online shopping fraud incident in Surat.,Open
1190,Job Scam,Gujarat,Ahmedabad,38943,44,Female,2023-01-25 00:00:00,Victim reported job scam incident in Ahmedabad.,Closed
1191,Identity Theft,Gujarat,Ahmedabad,40524,23,Female,2023-07-30 00:00:00,Victim reported identity theft incident in Ahmedabad.,Closed
1192,KYC Scam,Gujarat,Surat,38281,41,Female,2023-11-09 00:00:00,Victim reported kyc scam incident in Surat.,Under Investigation
1193,Phishing,Gujarat,Surat,29820,35,Female,2023-02-19 00:00:00,Victim reported phishing incident in Surat.,Open
1194,KYC Scam,Gujarat,Ahmedabad,49834,59,Female,2023-11-29 00:00:00,Victim reported kyc scam incident in Ahmedabad.,Closed
1195,Loan Scam,Gujarat,Surat,45124,42,Male,2023-10-07 00:00:00,Victim reported loan scam incident in Surat.,Open
1196,Identity Theft,Gujarat,Surat,10954,36,Male,2023-08-14 00:00:00,Victim reported identity theft incident in Surat.,Under Investigation
1197,Credit Card Fraud,Gujarat,Surat,38988,21,Female,2023-12-29 00:00:00,Victim reported credit card fraud incident in Surat.,Open
1198,UPI Fraud,Gujarat,Surat,11689,59,Male,2023-05-29 00:00:00,Victim reported upi fraud incident in Surat.,Closed
1199,Job Scam,Gujarat,Ahmedabad,47925,21,Male,2023-01-22 00:00:00,Victim reported job scam incident in Ahmedabad.,Under Investigation
1200,Identity Theft,Gujarat,Surat,34349,43,Male,2023-08-14 00:00:00,Victim reported identity theft incident in Surat.,Closed
1201,UPI Fraud,Gujarat,Ahmedabad,15338,54,Female,2023-03-19 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Closed
1202,Identity Theft,Gujarat,Surat,8169,19,Female,2023-04-08 00:00:00,Victim reported identity theft incident in Surat.,Open
1203,Online Shopping Fraud,Gujarat,Surat,16072,32,Male,2023-05-04 00:00:00,Victim reported online shopping fraud incident in Surat.,Closed
1204,Loan Scam,Gujarat,Ahmedabad,924,55,Female,2023-12-27 00:00:00,Victim reported loan scam incident in Ahmedabad.,Open
1205,Credit Card Fraud,Gujarat,Surat,3711,41,Male,2023-01-15 00:00:00,Victim reported credit card fraud incident in Surat.,Closed
1206,Credit Card Fraud,Gujarat,Ahmedabad,14966,39,Male,2023-11-14 00:00:00,Victim reported credit card fraud incident in Ahmedabad.,Under Investigation
1207,UPI Fraud,Gujarat,Ahmedabad,30577,29,Male,2023-05-05 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Closed
1208,Job Scam,Gujarat,Surat,3577,43,Female,2023-07-16 00:00:00,Victim reported job scam incident in Surat.,Under Investigation
1209,Crypto Scam,Gujarat,Surat,38785,52,Female,2023-08-14 00:00:00,Victim reported crypto scam incident in Surat.,Under Investigation
1210,Identity Theft,Gujarat,Ahmedabad,8859,21,Male,2023-07-31 00:00:00,Victim reported identity theft incident in Ahmedabad.,Under Investigation
1211,Loan Scam,Gujarat,Surat,23222,25,Male,2023-04-13 00:00:00,Victim reported loan scam incident in Surat.,Closed
1212,Online Shopping Fraud,Gujarat,Surat,33546,20,Female,2023-11-26 00:00:00,Victim reported online shopping fraud incident in Surat.,Under Investigation
1213,Job Scam,Gujarat,Ahmedabad,5632,30,Female,2023-06-21 00:00:00,Victim reported job scam incident in Ahmedabad.,Closed
1214,Identity Theft,Gujarat,Surat,12451,55,Male,2023-11-30 00:00:00,Victim reported identity theft incident in Surat.,Under Investigation
1215,Phishing,Gujarat,Surat,48110,18,Female,2023-03-09 00:00:00,Victim reported phishing incident in Surat.,Closed
1216,KYC Scam,Gujarat,Ahmedabad,34888,23,Female,2023-05-19 00:00:00,Victim reported kyc scam incident in Ahmedabad.,Open
1217,Social Media Hack,Gujarat,Surat,27913,29,Female,2023-05-03 00:00:00,Victim reported social media hack incident in Surat.,Open
1218,Loan Scam,Gujarat,Surat,25166,36,Male,2023-09-23 00:00:00,Victim reported loan scam incident in Surat.,Open
1219,Crypto Scam,Gujarat,Surat,11547,37,Male,2023-08-29 00:00:00,Victim reported crypto scam incident in Surat.,Closed
1220,Loan Scam,Gujarat,Surat,9671,41,Female,2023-10-09 00:00:00,Victim reported loan scam incident in Surat.,Under Investigation
1221,Identity Theft,Gujarat,Ahmedabad,8880,48,Female,2023-05-09 00:00:00,Victim reported identity theft incident in Ahmedabad.,Closed
1222,UPI Fraud,Gujarat,Ahmedabad,15195,53,Female,2023-04-09 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Open
1223,Online Shopping Fraud,Gujarat,Ahmedabad,37871,42,Male,2023-06-30 00:00:00,Victim reported online shopping fraud incident in Ahmedabad.,Under Investigation
1224,Identity Theft,Gujarat,Ahmedabad,10376,46,Female,2023-08-09 00:00:00,Victim reported identity theft incident in Ahmedabad.,Under Investigation
1225,Credit Card Fraud,Gujarat,Surat,8755,50,Male,2023-04-07 00:00:00,Victim reported credit card fraud incident in Surat.,Under Investigation
1226,UPI Fraud,Gujarat,Surat,47367,24,Male,2023-06-24 00:00:00,Victim reported upi fraud incident in Surat.,Closed
1227,Crypto Scam,Gujarat,Ahmedabad,2957,40,Male,2023-11-07 00:00:00,Victim reported crypto scam incident in Ahmedabad.,Closed
1228,KYC Scam,Gujarat,Surat,17592,25,Female,2023-06-18 00:00:00,Victim reported kyc scam incident in Surat.,Open
1229,UPI Fraud,Gujarat,Surat,44929,26,Male,2023-10-31 00:00:00,Victim reported upi fraud incident in Surat.,Open
1230,Social Media Hack,Gujarat,Ahmedabad,44074,52,Male,2023-01-06 00:00:00,Victim reported social media hack incident in Ahmedabad.,Closed
1231,UPI Fraud,Gujarat,Ahmedabad,25052,37,Female,2023-06-09 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Closed
1232,KYC Scam,Gujarat,Surat,46633,39,Female,2023-04-09 00:00:00,Victim reported kyc scam incident in Surat.,Under Investigation
1233,Social Media Hack,Gujarat,Surat,25832,38,Female,2023-01-25 00:00:00,Victim reported social media hack incident in Surat.,Under Investigation
1234,Loan Scam,Gujarat,Surat,12712,45,Female,2023-09-29 00:00:00,Victim reported loan scam incident in Surat.,Under Investigation
1235,Social Media Hack,Gujarat,Surat,21267,22,Male,2023-04-12 00:00:00,Victim reported social media hack incident in Surat.,Open
1236,Job Scam,Gujarat,Ahmedabad,26964,46,Male,2023-12-19 00:00:00,Victim reported job scam incident in Ahmedabad.,Closed
1237,Crypto Scam,Gujarat,Ahmedabad,34005,29,Female,2023-08-08 00:00:00,Victim reported crypto scam incident in Ahmedabad.,Closed
1238,Loan Scam,Gujarat,Ahmedabad,30632,35,Female,2023-09-27 00:00:00,Victim reported loan scam incident in Ahmedabad.,Open
1239,UPI Fraud,Gujarat,Ahmedabad,41939,52,Male,2023-12-14 00:00:00,Victim reported upi fraud incident in Ahmedabad.,Under Investigation
1240,KYC Scam,Gujarat,Ahmedabad,14975,59,Female,2023-09-29 00:00:00,Victim reported kyc scam incident in Ahmedabad.,Closed
1241,Credit Card Fraud,Gujarat,Ahmedabad,9456,52,Male,2023-05-27 00:00:00,Victim reported credit card fraud incident in Ahmedabad.,Open
1242,Identity Theft,Gujarat,Surat,18200,45,Male,2023-02-13 00:00:00,Victim reported identity theft incident in Surat.,Closed
1243,Loan Scam,Gujarat,Ahmedabad,49561,46,Male,2023-01-17 00:00:00,Victim reported loan scam incident in Ahmedabad.,Open
1244,UPI Fraud,Gujarat,Surat,13443,55,Female,2023-07-25 00:00:00,Victim reported upi fraud incident in Surat.,Closed
1245,Phishing,Gujarat,Surat,49609,48,Male,2023-10-22 00:00:00,Victim reported phishing incident in Surat.,Under Investigation
1246,Credit Card Fraud,Gujarat,Surat,31799,60,Female,2023-07-12 00:00:00,Victim reported credit card fraud incident in Surat.,Under Investigation
1247,Online Shopping Fraud,Gujarat,Ahmedabad,30745,32,Female,2023-05-31 00:00:00,Victim reported online shopping fraud incident in Ahmedabad.,Closed
1248,Crypto Scam,Gujarat,Ahmedabad,14269,57,Female,2023-05-21 00:00:00,Victim reported crypto scam incident in Ahmedabad.,Open
1249,Crypto Scam,Gujarat,Surat,27007,59,Male,2023-03-13 00:00:00,Victim reported crypto scam incident in Surat.,Closed
1250,Job Scam,Gujarat,Ahmedabad,31569,38,Female,2023-05-03 00:00:00,Victim reported job scam incident in Ahmedabad.,Open
1251,Credit Card Fraud,Gujarat,Ahmedabad,46362,27,Male,2023-04-27 00:00:00,Victim reported credit card fraud incident in Ahmedabad.,Under Investigation
1252,Credit Card Fraud,Gujarat,Surat,40168,36,Male,2023-02-01 00:00:00,Victim reported credit card fraud incident in Surat.,Closed
1253,Loan Scam,Gujarat,Surat,8473,40,Female,2023-03-29 00:00:00,Victim reported loan scam incident in Surat.,Open
1254,KYC Scam,Gujarat,Surat,31082,53,Male,2023-08-10 00:00:00,Victim reported kyc scam incident in Surat.,Closed
1255,Social Media Hack,Gujarat,Ahmedabad,3613,29,Male,2023-07-09 00:00:00,Victim reported social media hack incident in Ahmedabad.,Under Investigation
1256,Crypto Scam,Gujarat,Surat,4712,30,Male,2023-08-14 00:00:00,Victim reported crypto scam incident in Surat.,Open
1257,KYC Scam,Gujarat,Ahmedabad,30188,25,Male,2023-06-29 00:00:00,Victim reported kyc scam incident in Ahmedabad.,Under Investigation
1258,Social Media Hack,Gujarat,Surat,31005,45,Female,2023-07-24 00:00:00,Victim reported social media hack incident in Surat.,Open
1259,Social Media Hack,Gujarat,Surat,33100,54,Male,2023-05-06 00:00:00,Victim reported social media hack incident in Surat.,Closed
